"","project","round","change","count","size","ratio"
"16780","476cd8845fef4","P1","GENERIC_REMOVE_CHARS",10,1865,0.00536193029490617
"16781","476db8362bc47","P1","GENERIC_REMOVE_CHARS",6,4837,0.00124043828819516
"16782","4700078558b6a","P2","GENERIC_REMOVE_CHARS",6,1831,0.00327689787001638
"16783","47006af26098f","P2","GENERIC_REMOVE_CHARS",27,7613,0.00354656508603704
"16784","4700c619a2a51","P2","GENERIC_REMOVE_CHARS",1,471,0.00212314225053079
"16785","47016c8c29e44","P2","GENERIC_REMOVE_CHARS",1,120,0.00833333333333333
"16786","4701717a42601","P2","GENERIC_REMOVE_CHARS",25,9530,0.00262329485834208
"16787","470193cc37adf","P2","GENERIC_REMOVE_CHARS",9,5973,0.00150678051230537
"16788","4701c1caa2612","P2","GENERIC_REMOVE_CHARS",12,4608,0.00260416666666667
"16789","4701cb03f32bc","P2","GENERIC_REMOVE_CHARS",4,1679,0.00238237045860631
"16790","470218c0c5725","P2","GENERIC_REMOVE_CHARS",7,2282,0.00306748466257669
"16791","47023565c88f3","P2","GENERIC_REMOVE_CHARS",3,1264,0.00237341772151899
"16792","470295cc33ed4","P2","GENERIC_REMOVE_CHARS",20,4150,0.00481927710843374
"16793","4702c786ad34b","P2","GENERIC_REMOVE_CHARS",22,4192,0.00524809160305344
"16794","4702cd148e2f1","P2","GENERIC_REMOVE_CHARS",6,2234,0.0026857654431513
"16795","4702cd3fcc46f","P2","GENERIC_REMOVE_CHARS",4,629,0.00635930047694754
"16796","470327a780584","P2","GENERIC_REMOVE_CHARS",1,100,0.01
"16797","4703888546eeb","P2","GENERIC_REMOVE_CHARS",19,1324,0.0143504531722054
"16798","47042ae9d8f13","P2","GENERIC_REMOVE_CHARS",9,384,0.0234375
"16799","47042bf80f6ed","P2","GENERIC_REMOVE_CHARS",68,1278,0.05320813771518
"16800","47042c255fe99","P2","GENERIC_REMOVE_CHARS",3,435,0.00689655172413793
"16801","47042c4949ecc","P2","GENERIC_REMOVE_CHARS",34,8442,0.00402748163942194
"16802","47042cb74e81d","P2","GENERIC_REMOVE_CHARS",2,119,0.0168067226890756
"16803","47042cf22932e","P2","GENERIC_REMOVE_CHARS",1,31,0.032258064516129
"16804","47042d2b7011f","P2","GENERIC_REMOVE_CHARS",3,743,0.00403768506056528
"16805","470443bc1e2b2","P2","GENERIC_REMOVE_CHARS",11,8437,0.00130378096479791
"16806","4704613de39a6","P2","GENERIC_REMOVE_CHARS",1,855,0.00116959064327485
"16807","470467677f591","P2","GENERIC_REMOVE_CHARS",13,5899,0.00220376334972029
"16808","470483d370205","P2","GENERIC_REMOVE_CHARS",1,59,0.0169491525423729
"16809","4704ed6571a4b","P2","GENERIC_REMOVE_CHARS",13,5089,0.00255452937708784
"16810","4705a68920a92","P2","GENERIC_REMOVE_CHARS",1,266,0.0037593984962406
"16811","4706f68ad2db7","P2","GENERIC_REMOVE_CHARS",1,972,0.00102880658436214
"16812","470707e858e9f","P2","GENERIC_REMOVE_CHARS",4,2397,0.00166875260742595
"16813","4707b8eeadd9c","P2","GENERIC_REMOVE_CHARS",1,4,0.25
"16814","470842b39869a","P2","GENERIC_REMOVE_CHARS",6,3582,0.0016750418760469
"16815","47090c659beef","P2","GENERIC_REMOVE_CHARS",80,16695,0.00479185384845762
"16816","470a18a0bcbab","P2","GENERIC_REMOVE_CHARS",44,18813,0.00233880827087652
"16817","470b21b524446","P2","GENERIC_REMOVE_CHARS",52,20295,0.00256220744025622
"16818","470c3f8f47700","P2","GENERIC_REMOVE_CHARS",43,23108,0.00186082741907564
"16819","470c4117c67cf","P2","GENERIC_REMOVE_CHARS",5,1634,0.00305997552019584
"16820","470c41cebf240","P2","GENERIC_REMOVE_CHARS",39,18794,0.00207513036075343
"16821","470c5b3f21051","P2","GENERIC_REMOVE_CHARS",29,17009,0.00170497971662061
"16822","470d4a1adba03","P2","GENERIC_REMOVE_CHARS",32,6491,0.00492990294253582
"16823","470e013364adf","P2","GENERIC_REMOVE_CHARS",30,20572,0.0014582928251993
"16824","470e98a500484","P2","GENERIC_REMOVE_CHARS",2,1344,0.00148809523809524
"16825","47102b6718852","P2","GENERIC_REMOVE_CHARS",1,261,0.00383141762452107
"16826","4710a35875673","P2","GENERIC_REMOVE_CHARS",63,20707,0.0030424494132419
"16827","4710a3cd52093","P2","GENERIC_REMOVE_CHARS",12,7895,0.00151994933502217
"16828","4710ed9f601cd","P2","GENERIC_REMOVE_CHARS",2,407,0.00491400491400491
"16829","471123bd6e29d","P2","GENERIC_REMOVE_CHARS",27,1478,0.0182679296346414
"16830","4711976216b13","P2","GENERIC_REMOVE_CHARS",30,14968,0.00200427578834848
"16831","4713eb439fedf","P2","GENERIC_REMOVE_CHARS",66,41379,0.00159501196258972
"16832","471659fcc1670","P2","GENERIC_REMOVE_CHARS",5,657,0.0076103500761035
"16833","471926aff0f06","P2","GENERIC_REMOVE_CHARS",2,994,0.00201207243460765
"16834","4719d1b89142c","P2","GENERIC_REMOVE_CHARS",32,9621,0.00332605758237189
"16835","471ad031a9d2b","P2","GENERIC_REMOVE_CHARS",2,1013,0.00197433366238894
"16836","471ada99e379d","P2","GENERIC_REMOVE_CHARS",12,4741,0.00253111157983548
"16837","471b574e36a35","P2","GENERIC_REMOVE_CHARS",46,16790,0.00273972602739726
"16838","471b934d68326","P2","GENERIC_REMOVE_CHARS",8,4266,0.00187529301453352
"16839","471baab754890","P2","GENERIC_REMOVE_CHARS",1,609,0.00164203612479475
"16840","471c0c1f6b463","P2","GENERIC_REMOVE_CHARS",6,2392,0.00250836120401338
"16841","471c1122ce75f","P2","GENERIC_REMOVE_CHARS",1,900,0.00111111111111111
"16842","471c164ba54f6","P2","GENERIC_REMOVE_CHARS",2,835,0.00239520958083832
"16843","471d35c11acce","P2","GENERIC_REMOVE_CHARS",3,281,0.0106761565836299
"16844","471e589d85980","P2","GENERIC_REMOVE_CHARS",4,1186,0.00337268128161889
"16845","471e642cbb552","P2","GENERIC_REMOVE_CHARS",2,1758,0.00113765642775882
"16846","471ebc03d98f8","P2","GENERIC_REMOVE_CHARS",23,8768,0.00262317518248175
"16847","471ef8e015034","P2","GENERIC_REMOVE_CHARS",28,5300,0.00528301886792453
"16848","471f000feaf88","P2","GENERIC_REMOVE_CHARS",69,34847,0.00198008436881224
"16849","471f002701acc","P2","GENERIC_REMOVE_CHARS",2,23,0.0869565217391304
"16850","471f00b406ab6","P2","GENERIC_REMOVE_CHARS",1,30,0.0333333333333333
"16851","471f00e626610","P2","GENERIC_REMOVE_CHARS",1,124,0.00806451612903226
"16852","471f94ff5ce2b","P2","GENERIC_REMOVE_CHARS",13,8639,0.00150480379673573
"16853","471f9ce7eec5f","P2","GENERIC_REMOVE_CHARS",54,10546,0.0051204248056135
"16854","471fa19983ad9","P2","GENERIC_REMOVE_CHARS",10,5961,0.00167757087736957
"16855","471fafa329907","P2","GENERIC_REMOVE_CHARS",1,776,0.00128865979381443
"16856","471fb9d22a993","P2","GENERIC_REMOVE_CHARS",1,778,0.0012853470437018
"16857","471ff1f0e4762","P2","GENERIC_REMOVE_CHARS",9,1423,0.00632466619817287
"16858","4720e9ba1b492","P2","GENERIC_REMOVE_CHARS",2,1755,0.00113960113960114
"16859","47215ac3a07f3","P2","GENERIC_REMOVE_CHARS",15,4169,0.00359798512832814
"16860","4721c692c1ffd","P2","GENERIC_REMOVE_CHARS",17,5297,0.003209363790825
"16861","4721c6f4118ca","P2","GENERIC_REMOVE_CHARS",8,753,0.0106241699867198
"16862","4721c73bd5cf3","P2","GENERIC_REMOVE_CHARS",1,60,0.0166666666666667
"16863","4721c79ad1349","P2","GENERIC_REMOVE_CHARS",16,1450,0.0110344827586207
"16864","4721c7ed9c966","P2","GENERIC_REMOVE_CHARS",21,1727,0.0121598147075854
"16865","4721c87033dde","P2","GENERIC_REMOVE_CHARS",9,111,0.0810810810810811
"16866","4721c8b881f8a","P2","GENERIC_REMOVE_CHARS",10,705,0.0141843971631206
"16867","4721c8eeb671f","P2","GENERIC_REMOVE_CHARS",16,1077,0.0148560817084494
"16868","4721c9372008c","P2","GENERIC_REMOVE_CHARS",4,733,0.00545702592087312
"16869","47223e4db3eb7","P2","GENERIC_REMOVE_CHARS",1,698,0.00143266475644699
"16870","47226ef8ea574","P2","GENERIC_REMOVE_CHARS",1,178,0.00561797752808989
"16871","472290155979b","P2","GENERIC_REMOVE_CHARS",4,891,0.00448933782267116
"16872","472375e404762","P2","GENERIC_REMOVE_CHARS",327,133679,0.00244615833451776
"16873","4723f708a7715","P2","GENERIC_REMOVE_CHARS",17,10554,0.00161076369149138
"16874","4724b73d7205c","P2","GENERIC_REMOVE_CHARS",1,441,0.00226757369614512
"16875","4724bb0db9d66","P2","GENERIC_REMOVE_CHARS",26,9663,0.00269067577356929
"16876","472526bf68760","P2","GENERIC_REMOVE_CHARS",15,4423,0.00339136332805788
"16877","47252dc3d34c5","P2","GENERIC_REMOVE_CHARS",2,112,0.0178571428571429
"16878","47260f074e03f","P2","GENERIC_REMOVE_CHARS",27,9248,0.00291955017301038
"16879","4726964c65378","P2","GENERIC_REMOVE_CHARS",66,24239,0.0027228846074508
"16880","472791473b441","P2","GENERIC_REMOVE_CHARS",13,14840,0.000876010781671159
"16881","47280d0307b04","P2","GENERIC_REMOVE_CHARS",33,14400,0.00229166666666667
"16882","472a64487354d","P2","GENERIC_REMOVE_CHARS",48,17579,0.00273053074691393
"16883","472cb8083a618","P2","GENERIC_REMOVE_CHARS",12,6118,0.0019614253023864
"16884","472d0dca6f4cd","P2","GENERIC_REMOVE_CHARS",18,3692,0.00487540628385699
"16885","472e38b6569e8","P2","GENERIC_REMOVE_CHARS",2,1016,0.00196850393700787
"16886","472e66582f6a8","P2","GENERIC_REMOVE_CHARS",2,802,0.00249376558603491
"16887","472e6ba72d0dc","P2","GENERIC_REMOVE_CHARS",5,591,0.00846023688663283
"16888","472e8bf6b651f","P2","GENERIC_REMOVE_CHARS",2,406,0.00492610837438424
"16889","4730c160392f6","P2","GENERIC_REMOVE_CHARS",18,6898,0.00260945201507683
"16890","4730fe55616a1","P2","GENERIC_REMOVE_CHARS",19,2041,0.00930916217540421
"16891","47312ec949df7","P2","GENERIC_REMOVE_CHARS",131,18329,0.00714714387036936
"16892","4733358b9b755","P2","GENERIC_REMOVE_CHARS",4,266,0.0150375939849624
"16893","47340bf9c5e94","P2","GENERIC_REMOVE_CHARS",7,1949,0.00359158542842483
"16894","47346213cfcd4","P2","GENERIC_REMOVE_CHARS",7,8910,0.000785634118967452
"16895","4734635967235","P2","GENERIC_REMOVE_CHARS",8,14191,0.000563737580156437
"16896","47354cf66b6a4","P2","GENERIC_REMOVE_CHARS",121,30568,0.00395838785658205
"16897","4735f26654a7a","P2","GENERIC_REMOVE_CHARS",5,8290,0.00060313630880579
"16898","4735f58649c3e","P2","GENERIC_REMOVE_CHARS",7,15116,0.000463085472347182
"16899","473604cd51f6d","P2","GENERIC_REMOVE_CHARS",13,6943,0.00187238945700706
"16900","473607b615c2f","P2","GENERIC_REMOVE_CHARS",14,4844,0.00289017341040462
"16901","473607d75a658","P2","GENERIC_REMOVE_CHARS",16,5665,0.0028243601059135
"16902","473659f174184","P2","GENERIC_REMOVE_CHARS",52,9235,0.00563075257173795
"16903","4737aa5a01a3b","P2","GENERIC_REMOVE_CHARS",4,1808,0.00221238938053097
"16904","47392d97aaee0","P2","GENERIC_REMOVE_CHARS",42,11551,0.00363604882694139
"16905","473a134e36c9c","P2","GENERIC_REMOVE_CHARS",88,42102,0.00209016198755404
"16906","473a26b0ab228","P2","GENERIC_REMOVE_CHARS",45,28335,0.00158814187400741
"16907","473a39b1d835d","P2","GENERIC_REMOVE_CHARS",21,4750,0.00442105263157895
"16908","473a5367071cb","P2","GENERIC_REMOVE_CHARS",22,7790,0.00282413350449294
"16909","473b37690afe3","P2","GENERIC_REMOVE_CHARS",40,17618,0.00227040526734022
"16910","473c8d9b4084a","P2","GENERIC_REMOVE_CHARS",11,3889,0.00282849061455387
"16911","473cf06b4bc87","P2","GENERIC_REMOVE_CHARS",23,8911,0.0025810795645831
"16912","473d116379d73","P2","GENERIC_REMOVE_CHARS",3,1308,0.00229357798165138
"16913","473d1560cddb0","P2","GENERIC_REMOVE_CHARS",1,447,0.00223713646532438
"16914","473d6e5a886cd","P2","GENERIC_REMOVE_CHARS",12,8021,0.0014960728088767
"16915","473d715a9c8c5","P2","GENERIC_REMOVE_CHARS",1,187,0.0053475935828877
"16916","473f26ce0a1b3","P2","GENERIC_REMOVE_CHARS",11,18455,0.000596044432403143
"16917","473f272452fc6","P2","GENERIC_REMOVE_CHARS",24,18225,0.00131687242798354
"16918","473f5764e77c1","P2","GENERIC_REMOVE_CHARS",8,3118,0.00256574727389352
"16919","473f88421aad1","P2","GENERIC_REMOVE_CHARS",4,1600,0.0025
"16920","4740aa63616c9","P2","GENERIC_REMOVE_CHARS",3,614,0.00488599348534202
"16921","4740c97880d85","P2","GENERIC_REMOVE_CHARS",3,316,0.00949367088607595
"16922","4740d2b4c45e8","P2","GENERIC_REMOVE_CHARS",8,1010,0.00792079207920792
"16923","4740d6ab59754","P2","GENERIC_REMOVE_CHARS",8,965,0.00829015544041451
"16924","4740ddbdc0956","P2","GENERIC_REMOVE_CHARS",3,401,0.00748129675810474
"16925","4741c4d413dd6","P2","GENERIC_REMOVE_CHARS",5,2084,0.00239923224568138
"16926","4741da9195add","P2","GENERIC_REMOVE_CHARS",3,1362,0.00220264317180617
"16927","4741dcd822547","P2","GENERIC_REMOVE_CHARS",2,729,0.00274348422496571
"16928","4741def554ca4","P2","GENERIC_REMOVE_CHARS",3,804,0.00373134328358209
"16929","4741e178064c7","P2","GENERIC_REMOVE_CHARS",7,2570,0.00272373540856031
"16930","4741e318be5b7","P2","GENERIC_REMOVE_CHARS",2,376,0.00531914893617021
"16931","474389339be86","P2","GENERIC_REMOVE_CHARS",2,193,0.0103626943005181
"16932","4743c37f8b64f","P2","GENERIC_REMOVE_CHARS",298,126739,0.00235128886925098
"16933","4744512e669c5","P2","GENERIC_REMOVE_CHARS",29,30214,0.000959819951016085
"16934","474451321c6dc","P2","GENERIC_REMOVE_CHARS",50,50077,0.000998462367953352
"16935","47445136cf474","P2","GENERIC_REMOVE_CHARS",28,35730,0.000783655191715645
"16936","4744513c736f4","P2","GENERIC_REMOVE_CHARS",34,32349,0.00105103712634085
"16937","47445be43e3cb","P2","GENERIC_REMOVE_CHARS",32,44912,0.000712504453152832
"16938","47445be8cbe0e","P2","GENERIC_REMOVE_CHARS",39,38753,0.00100637370010064
"16939","47445bedeb2ca","P2","GENERIC_REMOVE_CHARS",34,33157,0.00102542449558163
"16940","47445bf3dbb0a","P2","GENERIC_REMOVE_CHARS",55,48780,0.00112751127511275
"16941","4744744471fb7","P2","GENERIC_REMOVE_CHARS",45,43950,0.00102389078498294
"16942","47447448597ff","P2","GENERIC_REMOVE_CHARS",55,49474,0.00111169503173384
"16943","4744744be721d","P2","GENERIC_REMOVE_CHARS",46,38545,0.00119341029964976
"16944","47449fc1916ff","P2","GENERIC_REMOVE_CHARS",1,346,0.00289017341040462
"16945","4744cac0cb63a","P2","GENERIC_REMOVE_CHARS",1,229,0.00436681222707424
"16946","474501c572631","P2","GENERIC_REMOVE_CHARS",17,6538,0.0026001835423677
"16947","4748c033b549d","P2","GENERIC_REMOVE_CHARS",1,219,0.0045662100456621
"16948","4748c1fd5e56a","P2","GENERIC_REMOVE_CHARS",7,2428,0.0028830313014827
"16949","4748c3b80b045","P2","GENERIC_REMOVE_CHARS",3,885,0.00338983050847458
"16950","4748c6957c5d4","P2","GENERIC_REMOVE_CHARS",4,1966,0.00203458799593082
"16951","4748c95eef9a4","P2","GENERIC_REMOVE_CHARS",2,530,0.00377358490566038
"16952","4749a34646fcc","P2","GENERIC_REMOVE_CHARS",1,464,0.0021551724137931
"16953","4749a3741b6d2","P2","GENERIC_REMOVE_CHARS",47,47565,0.000988121517922842
"16954","4749a3773f95e","P2","GENERIC_REMOVE_CHARS",24,29144,0.000823497117760088
"16955","4749a37a97819","P2","GENERIC_REMOVE_CHARS",51,55282,0.000922542599761224
"16956","4749ac704ddf4","P2","GENERIC_REMOVE_CHARS",18,24130,0.000745959386655615
"16957","4749ac72b27b6","P2","GENERIC_REMOVE_CHARS",34,34404,0.000988257179397744
"16958","4749ac7654da8","P2","GENERIC_REMOVE_CHARS",29,27524,0.00105362592646418
"16959","4749b5c8498ec","P2","GENERIC_REMOVE_CHARS",41,40738,0.00100643134174481
"16960","4749b5cda292b","P2","GENERIC_REMOVE_CHARS",38,32104,0.00118365312733616
"16961","4749b5d45098c","P2","GENERIC_REMOVE_CHARS",34,36855,0.000922534255867589
"16962","4749e69864520","P2","GENERIC_REMOVE_CHARS",34,13555,0.00250829952047215
"16963","4749fab513889","P2","GENERIC_REMOVE_CHARS",30,16076,0.00186613585469022
"16964","474a08c5c73ad","P2","GENERIC_REMOVE_CHARS",5,1441,0.00346981263011797
"16965","474c3959c5ed2","P2","GENERIC_REMOVE_CHARS",8,4917,0.00162700833841773
"16966","474c395ccbcfa","P2","GENERIC_REMOVE_CHARS",9,5567,0.00161666966049937
"16967","474c39604be99","P2","GENERIC_REMOVE_CHARS",9,4897,0.0018378599142332
"16968","474c76f39c463","P2","GENERIC_REMOVE_CHARS",35,11882,0.00294563204847669
"16969","474d582752c7e","P2","GENERIC_REMOVE_CHARS",20,8974,0.00222866057499443
"16970","474d582fd5d05","P2","GENERIC_REMOVE_CHARS",9,4295,0.00209545983701979
"16971","474d5836b95a7","P2","GENERIC_REMOVE_CHARS",4,2057,0.00194457948468644
"16972","474d5e532e3ed","P2","GENERIC_REMOVE_CHARS",34,7519,0.00452187790929645
"16973","474d5e5948920","P2","GENERIC_REMOVE_CHARS",23,8119,0.0028328611898017
"16974","474d5e73576d7","P2","GENERIC_REMOVE_CHARS",573,41843,0.0136940467939679
"16975","474d638ec8e6d","P2","GENERIC_REMOVE_CHARS",11,6313,0.00174243624267385
"16976","474d6393ef210","P2","GENERIC_REMOVE_CHARS",11,4886,0.00225133033155956
"16977","474d7247c85e7","P2","GENERIC_REMOVE_CHARS",7,4915,0.00142421159715158
"16978","474d724ce4bc9","P2","GENERIC_REMOVE_CHARS",10,8190,0.00122100122100122
"16979","474dab180a415","P2","GENERIC_REMOVE_CHARS",22,4289,0.00512940079272558
"16980","474e5b1bc8ab9","P2","GENERIC_REMOVE_CHARS",1,17,0.0588235294117647
"16981","474e60097a61d","P2","GENERIC_REMOVE_CHARS",5,1485,0.00336700336700337
"16982","474ff212404b2","P2","GENERIC_REMOVE_CHARS",26,4063,0.00639921240462712
"16983","47517fc21b9f7","P2","GENERIC_REMOVE_CHARS",10,1436,0.00696378830083565
"16984","4751a0bb68aa3","P2","GENERIC_REMOVE_CHARS",34,12039,0.00282415483013539
"16985","4751c616667ed","P2","GENERIC_REMOVE_CHARS",2,416,0.00480769230769231
"16986","4751cdb54dcb9","P2","GENERIC_REMOVE_CHARS",3,866,0.00346420323325635
"16987","4751e70670999","P2","GENERIC_REMOVE_CHARS",2,1641,0.0012187690432663
"16988","4752ae1860816","P2","GENERIC_REMOVE_CHARS",2,2292,0.00087260034904014
"16989","4752d1ca62cfb","P2","GENERIC_REMOVE_CHARS",23,10121,0.00227250271712281
"16990","4754c06ba0b39","P2","GENERIC_REMOVE_CHARS",1,658,0.00151975683890578
"16991","47551fec07d19","P2","GENERIC_REMOVE_CHARS",8,4064,0.00196850393700787
"16992","47555672654cf","P2","GENERIC_REMOVE_CHARS",6,1586,0.00378310214375788
"16993","4755584edc8f4","P2","GENERIC_REMOVE_CHARS",12,2255,0.00532150776053215
"16994","47556eb5e59c9","P2","GENERIC_REMOVE_CHARS",2,140,0.0142857142857143
"16995","4755b410a5f26","P2","GENERIC_REMOVE_CHARS",72,5201,0.0138434916362238
"16996","4755f8dd3406d","P2","GENERIC_REMOVE_CHARS",1,184,0.00543478260869565
"16997","4756d0717f6d2","P2","GENERIC_REMOVE_CHARS",33,4414,0.00747621205256004
"16998","475742a33db99","P2","GENERIC_REMOVE_CHARS",11,2774,0.00396539293439077
"16999","475764e8255de","P2","GENERIC_REMOVE_CHARS",28,3179,0.00880780119534445
"17000","4758ab21d5439","P2","GENERIC_REMOVE_CHARS",18,7208,0.00249722530521643
"17001","47592166e7022","P2","GENERIC_REMOVE_CHARS",19,2301,0.00825727944372012
"17002","4759c4cea84f7","P2","GENERIC_REMOVE_CHARS",4,554,0.0072202166064982
"17003","4759cd52eb5ab","P2","GENERIC_REMOVE_CHARS",27,6398,0.00422006877149109
"17004","475df238f0b6d","P2","GENERIC_REMOVE_CHARS",3,2272,0.00132042253521127
"17005","475df339049a6","P2","GENERIC_REMOVE_CHARS",1,698,0.00143266475644699
"17006","475f3a0ebc245","P2","GENERIC_REMOVE_CHARS",7,3484,0.00200918484500574
"17007","47615dd66cfe0","P2","GENERIC_REMOVE_CHARS",2,238,0.00840336134453781
"17008","47615ee72802a","P2","GENERIC_REMOVE_CHARS",8,3138,0.00254939451880178
"17009","476164587df73","P2","GENERIC_REMOVE_CHARS",1,21,0.0476190476190476
"17010","47616949a71e8","P2","GENERIC_REMOVE_CHARS",12,4601,0.00260812866768094
"17011","47630b0ca43e9","P2","GENERIC_REMOVE_CHARS",11,3843,0.00286234712464221
"17012","47642f5bcc6e7","P2","GENERIC_REMOVE_CHARS",10,10643,0.000939584703561026
"17013","476435e6039b9","P2","GENERIC_REMOVE_CHARS",7,15353,0.00045593695043314
"17014","476437f1a74f4","P2","GENERIC_REMOVE_CHARS",12,18649,0.000643466137594509
"17015","47646b4072e0c","P2","GENERIC_REMOVE_CHARS",50,15384,0.00325013000520021
"17016","476568ed23f09","P2","GENERIC_REMOVE_CHARS",32,25562,0.00125185822705579
"17017","47656f2a3c1e4","P2","GENERIC_REMOVE_CHARS",14,3560,0.00393258426966292
"17018","47657741332de","P2","GENERIC_REMOVE_CHARS",11,1957,0.0056208482370976
"17019","47665f5496043","P2","GENERIC_REMOVE_CHARS",41,14205,0.00288630763815558
"17020","47681fe1b80fe","P2","GENERIC_REMOVE_CHARS",31,13731,0.00225766513728061
"17021","47682eec02b8d","P2","GENERIC_REMOVE_CHARS",32,9653,0.0033150315963949
"17022","4769abac875d9","P2","GENERIC_REMOVE_CHARS",9,3141,0.00286532951289398
"17023","476ab8fdeecb2","P2","GENERIC_REMOVE_CHARS",28,7352,0.00380848748639826
"17024","476caf60530a7","P2","GENERIC_REMOVE_CHARS",8,2801,0.00285612281328097
"17025","476cb6c8eeb28","P2","GENERIC_REMOVE_CHARS",12,5228,0.00229533282325937
"17026","476cb6f208abe","P2","GENERIC_REMOVE_CHARS",6,2654,0.00226073850791258
"17027","476cd8845fef4","P2","GENERIC_REMOVE_CHARS",11,2676,0.00411061285500747
"17028","476db8362bc47","P2","GENERIC_REMOVE_CHARS",6,4837,0.00124043828819516
"17029","4700078558b6a","P3","GENERIC_REMOVE_CHARS",7,2334,0.00299914310197087
"17030","47006af26098f","P3","GENERIC_REMOVE_CHARS",24,7364,0.00325909831613254
"17031","4700c619a2a51","P3","GENERIC_REMOVE_CHARS",3,4720,0.000635593220338983
"17032","47016c8c29e44","P3","GENERIC_REMOVE_CHARS",1,121,0.00826446280991736
"17033","4701717a42601","P3","GENERIC_REMOVE_CHARS",32,11610,0.00275624461670973
"17034","470193cc37adf","P3","GENERIC_REMOVE_CHARS",9,5852,0.00153793574846206
"17035","4701c1caa2612","P3","GENERIC_REMOVE_CHARS",13,5035,0.00258192651439921
"17036","4701cb03f32bc","P3","GENERIC_REMOVE_CHARS",4,1679,0.00238237045860631
"17037","470218c0c5725","P3","GENERIC_REMOVE_CHARS",6,2264,0.00265017667844523
"17038","47023565c88f3","P3","GENERIC_REMOVE_CHARS",3,1279,0.00234558248631744
"17039","470295cc33ed4","P3","GENERIC_REMOVE_CHARS",20,4150,0.00481927710843374
"17040","4702c786ad34b","P3","GENERIC_REMOVE_CHARS",31,7886,0.00393101699213797
"17041","4702cd148e2f1","P3","GENERIC_REMOVE_CHARS",1,377,0.0026525198938992
"17042","4702cd3fcc46f","P3","GENERIC_REMOVE_CHARS",7,1214,0.0057660626029654
"17043","470327a780584","P3","GENERIC_REMOVE_CHARS",1,100,0.01
"17044","4703888546eeb","P3","GENERIC_REMOVE_CHARS",15,1242,0.0120772946859903
"17045","47042ae9d8f13","P3","GENERIC_REMOVE_CHARS",9,386,0.0233160621761658
"17046","47042bf80f6ed","P3","GENERIC_REMOVE_CHARS",68,1276,0.0532915360501567
"17047","47042c255fe99","P3","GENERIC_REMOVE_CHARS",3,435,0.00689655172413793
"17048","47042c4949ecc","P3","GENERIC_REMOVE_CHARS",40,10091,0.00396392825289862
"17049","47042cb74e81d","P3","GENERIC_REMOVE_CHARS",1,97,0.0103092783505155
"17050","47042cf22932e","P3","GENERIC_REMOVE_CHARS",1,36,0.0277777777777778
"17051","47042d2b7011f","P3","GENERIC_REMOVE_CHARS",3,745,0.00402684563758389
"17052","470443bc1e2b2","P3","GENERIC_REMOVE_CHARS",14,11960,0.00117056856187291
"17053","4704613de39a6","P3","GENERIC_REMOVE_CHARS",1,855,0.00116959064327485
"17054","470467677f591","P3","GENERIC_REMOVE_CHARS",13,5910,0.00219966159052453
"17055","4704ed6571a4b","P3","GENERIC_REMOVE_CHARS",16,5160,0.00310077519379845
"17056","470599e5e7231","P3","GENERIC_REMOVE_CHARS",1,4,0.25
"17057","4705a68920a92","P3","GENERIC_REMOVE_CHARS",1,266,0.0037593984962406
"17058","4706f68ad2db7","P3","GENERIC_REMOVE_CHARS",1,972,0.00102880658436214
"17059","470707e858e9f","P3","GENERIC_REMOVE_CHARS",4,2397,0.00166875260742595
"17060","470711a620365","P3","GENERIC_REMOVE_CHARS",2,68,0.0294117647058824
"17061","4707b8eeadd9c","P3","GENERIC_REMOVE_CHARS",1,4,0.25
"17062","470842b39869a","P3","GENERIC_REMOVE_CHARS",7,5352,0.00130792227204783
"17063","47086b872f7ff","P3","GENERIC_REMOVE_CHARS",2,676,0.0029585798816568
"17064","47090c659beef","P3","GENERIC_REMOVE_CHARS",82,17151,0.00478106232872719
"17065","470a18a0bcbab","P3","GENERIC_REMOVE_CHARS",42,18342,0.0022898266274125
"17066","470b21b524446","P3","GENERIC_REMOVE_CHARS",53,20474,0.00258864901826707
"17067","470c3f8f47700","P3","GENERIC_REMOVE_CHARS",46,25578,0.00179842051763234
"17068","470c4117c67cf","P3","GENERIC_REMOVE_CHARS",5,1641,0.00304692260816575
"17069","470c41cebf240","P3","GENERIC_REMOVE_CHARS",39,18848,0.00206918505942275
"17070","470c5b3f21051","P3","GENERIC_REMOVE_CHARS",30,17461,0.00171811465551801
"17071","470d4a1adba03","P3","GENERIC_REMOVE_CHARS",28,4777,0.00586141930081641
"17072","470e013364adf","P3","GENERIC_REMOVE_CHARS",32,22267,0.00143710423496654
"17073","470e98a500484","P3","GENERIC_REMOVE_CHARS",2,1394,0.00143472022955524
"17074","4710a35875673","P3","GENERIC_REMOVE_CHARS",65,21310,0.00305021116846551
"17075","4710a3cd52093","P3","GENERIC_REMOVE_CHARS",13,8559,0.00151886902675546
"17076","4710ed9f601cd","P3","GENERIC_REMOVE_CHARS",2,407,0.00491400491400491
"17077","471123bd6e29d","P3","GENERIC_REMOVE_CHARS",35,3012,0.0116201859229748
"17078","4711976216b13","P3","GENERIC_REMOVE_CHARS",28,14834,0.00188755561547796
"17079","4712b3c0d4075","P3","GENERIC_REMOVE_CHARS",14,303,0.0462046204620462
"17080","4713eb439fedf","P3","GENERIC_REMOVE_CHARS",66,41394,0.00159443397593854
"17081","471659fcc1670","P3","GENERIC_REMOVE_CHARS",8,1465,0.00546075085324232
