"","project","round","change","count","size","ratio"
"9752","47280d0307b04","P3","CHAR_TO_SPACE",5,3264,0.00153186274509804
"9753","472d0dca6f4cd","P3","CHAR_TO_SPACE",2,717,0.00278940027894003
"9754","472e66582f6a8","P3","CHAR_TO_SPACE",4,2814,0.00142146410803127
"9755","4730c160392f6","P3","CHAR_TO_SPACE",1,499,0.00200400801603206
"9756","47312ec949df7","P3","CHAR_TO_SPACE",2,483,0.0041407867494824
"9757","47340bf9c5e94","P3","CHAR_TO_SPACE",1,467,0.00214132762312634
"9758","47346213cfcd4","P3","CHAR_TO_SPACE",3,5186,0.000578480524489009
"9759","4734635967235","P3","CHAR_TO_SPACE",5,9993,0.00050035024517162
"9760","47354cf66b6a4","P3","CHAR_TO_SPACE",1,295,0.00338983050847458
"9761","4735f26654a7a","P3","CHAR_TO_SPACE",2,2298,0.000870322019147084
"9762","4735f58649c3e","P3","CHAR_TO_SPACE",3,6904,0.000434530706836616
"9763","473604cd51f6d","P3","CHAR_TO_SPACE",3,1859,0.00161377084454008
"9764","473607b615c2f","P3","CHAR_TO_SPACE",5,3185,0.00156985871271586
"9765","473607d75a658","P3","CHAR_TO_SPACE",2,786,0.00254452926208651
"9766","47392d97aaee0","P3","CHAR_TO_SPACE",3,1601,0.0018738288569644
"9767","473a134e36c9c","P3","CHAR_TO_SPACE",14,7544,0.00185577942735949
"9768","473a26b0ab228","P3","CHAR_TO_SPACE",2,1218,0.00164203612479475
"9769","473a39b1d835d","P3","CHAR_TO_SPACE",1,525,0.0019047619047619
"9770","473cf06b4bc87","P3","CHAR_TO_SPACE",5,1874,0.00266808964781217
"9771","473d116379d73","P3","CHAR_TO_SPACE",3,1686,0.00177935943060498
"9772","473d6e5a886cd","P3","CHAR_TO_SPACE",1,978,0.00102249488752556
"9773","473f26ce0a1b3","P3","CHAR_TO_SPACE",5,15910,0.000314267756128221
"9774","473f272452fc6","P3","CHAR_TO_SPACE",6,12255,0.000489596083231334
"9775","473f5764e77c1","P3","CHAR_TO_SPACE",5,1864,0.00268240343347639
"9776","4741da9195add","P3","CHAR_TO_SPACE",1,254,0.00393700787401575
"9777","4741def554ca4","P3","CHAR_TO_SPACE",2,852,0.00234741784037559
"9778","4741e318be5b7","P3","CHAR_TO_SPACE",1,501,0.00199600798403194
"9779","4744512e669c5","P3","CHAR_TO_SPACE",1,3487,0.000286779466590192
"9780","474451321c6dc","P3","CHAR_TO_SPACE",5,3862,0.00129466597617815
"9781","47445136cf474","P3","CHAR_TO_SPACE",3,2017,0.0014873574615766
"9782","4744513c736f4","P3","CHAR_TO_SPACE",1,3498,0.00028587764436821
"9783","47445be43e3cb","P3","CHAR_TO_SPACE",1,2315,0.000431965442764579
"9784","47445be8cbe0e","P3","CHAR_TO_SPACE",1,2285,0.000437636761487965
"9785","47445bedeb2ca","P3","CHAR_TO_SPACE",1,2261,0.000442282176028306
"9786","47449fc1916ff","P3","CHAR_TO_SPACE",2,1008,0.00198412698412698
"9787","4748c3b80b045","P3","CHAR_TO_SPACE",2,1073,0.00186393289841566
"9788","4748c95eef9a4","P3","CHAR_TO_SPACE",1,758,0.00131926121372032
"9789","4749a37a97819","P3","CHAR_TO_SPACE",2,4212,0.000474833808167142
"9790","4749b5c8498ec","P3","CHAR_TO_SPACE",1,3562,0.000280741156653565
"9791","4749e69864520","P3","CHAR_TO_SPACE",1,450,0.00222222222222222
"9792","474c3959c5ed2","P3","CHAR_TO_SPACE",4,2529,0.00158165282720443
"9793","474c395ccbcfa","P3","CHAR_TO_SPACE",2,1286,0.0015552099533437
"9794","474c39604be99","P3","CHAR_TO_SPACE",3,2020,0.00148514851485149
"9795","474c76f39c463","P3","CHAR_TO_SPACE",2,864,0.00231481481481481
"9796","474d5836b95a7","P3","CHAR_TO_SPACE",1,1043,0.000958772770853308
"9797","474d5e5948920","P3","CHAR_TO_SPACE",1,668,0.00149700598802395
"9798","474d5e73576d7","P3","CHAR_TO_SPACE",25,7946,0.00314623710042789
"9799","474d6393ef210","P3","CHAR_TO_SPACE",1,537,0.00186219739292365
"9800","474d7247c85e7","P3","CHAR_TO_SPACE",4,2875,0.00139130434782609
"9801","474d724ce4bc9","P3","CHAR_TO_SPACE",2,1835,0.00108991825613079
"9802","474dab180a415","P3","CHAR_TO_SPACE",4,1454,0.00275103163686382
"9803","4751a0bb68aa3","P3","CHAR_TO_SPACE",1,511,0.00195694716242661
"9804","4751c616667ed","P3","CHAR_TO_SPACE",3,1235,0.00242914979757085
"9805","4751e4b883159","P3","CHAR_TO_SPACE",2,2138,0.000935453695042095
"9806","4752d1ca62cfb","P3","CHAR_TO_SPACE",1,624,0.0016025641025641
"9807","4755584edc8f4","P3","CHAR_TO_SPACE",4,1286,0.0031104199066874
"9808","4755b410a5f26","P3","CHAR_TO_SPACE",8,865,0.0092485549132948
"9809","4756d0717f6d2","P3","CHAR_TO_SPACE",4,628,0.00636942675159236
"9810","475742a33db99","P3","CHAR_TO_SPACE",4,1939,0.00206291903042806
"9811","475764e8255de","P3","CHAR_TO_SPACE",2,888,0.00225225225225225
"9812","4758ab21d5439","P3","CHAR_TO_SPACE",1,656,0.00152439024390244
"9813","47592166e7022","P3","CHAR_TO_SPACE",5,871,0.00574052812858783
"9814","4759c4cea84f7","P3","CHAR_TO_SPACE",2,1159,0.00172562553925798
"9815","4759cd52eb5ab","P3","CHAR_TO_SPACE",2,728,0.00274725274725275
"9816","47615dd66cfe0","P3","CHAR_TO_SPACE",7,5920,0.00118243243243243
"9817","47615ee72802a","P3","CHAR_TO_SPACE",1,102,0.00980392156862745
"9818","47616949a71e8","P3","CHAR_TO_SPACE",2,881,0.00227014755959137
"9819","47630b0ca43e9","P3","CHAR_TO_SPACE",3,1200,0.0025
"9820","47642f5bcc6e7","P3","CHAR_TO_SPACE",4,6296,0.000635324015247776
"9821","476435e6039b9","P3","CHAR_TO_SPACE",4,7564,0.000528820729772607
"9822","476437f1a74f4","P3","CHAR_TO_SPACE",3,6539,0.000458785747056125
"9823","476568ed23f09","P3","CHAR_TO_SPACE",6,13893,0.000431872165838912
"9824","47657741332de","P3","CHAR_TO_SPACE",1,211,0.004739336492891
"9825","47665f5496043","P3","CHAR_TO_SPACE",6,2721,0.00220507166482911
"9826","47681fe1b80fe","P3","CHAR_TO_SPACE",3,1520,0.00197368421052632
"9827","4769abac875d9","P3","CHAR_TO_SPACE",1,229,0.00436681222707424
"9828","476ab8fdeecb2","P3","CHAR_TO_SPACE",1,74,0.0135135135135135
"9829","476caf60530a7","P3","CHAR_TO_SPACE",7,3937,0.00177800355600711
"9830","476cb6c8eeb28","P3","CHAR_TO_SPACE",4,2313,0.00172935581495893
"9831","476cb6f208abe","P3","CHAR_TO_SPACE",4,2211,0.00180913613749435
"9832","476db8362bc47","P3","CHAR_TO_SPACE",2,1601,0.00124921923797626
"9833","4701717a42601","F1","CLOTH_DASH",6,4584,0.00130890052356021
"9834","470193cc37adf","F1","CLOTH_DASH",1,582,0.00171821305841924
"9835","4701cb03f32bc","F1","CLOTH_DASH",1,478,0.00209205020920502
"9836","470218c0c5725","F1","CLOTH_DASH",2,801,0.00249687890137328
"9837","47042bf80f6ed","F1","CLOTH_DASH",3,378,0.00793650793650794
"9838","470441375a363","F1","CLOTH_DASH",8,1465,0.00546075085324232
"9839","470443bc1e2b2","F1","CLOTH_DASH",1,1248,0.000801282051282051
"9840","470467677f591","F1","CLOTH_DASH",18,4013,0.00448542237727386
"9841","4705a68920a92","F1","CLOTH_DASH",3,1461,0.00205338809034908
"9842","4707b8eeadd9c","F1","CLOTH_DASH",2,549,0.00364298724954463
"9843","470c3f8f47700","F1","CLOTH_DASH",3,1386,0.00216450216450216
"9844","470c4117c67cf","F1","CLOTH_DASH",2,500,0.004
"9845","470d4a1adba03","F1","CLOTH_DASH",1,401,0.00249376558603491
"9846","4710a35875673","F1","CLOTH_DASH",1,495,0.00202020202020202
"9847","4710a3cd52093","F1","CLOTH_DASH",1,671,0.0014903129657228
"9848","471123bd6e29d","F1","CLOTH_DASH",8,3023,0.00264637777042673
"9849","471ada99e379d","F1","CLOTH_DASH",2,945,0.00211640211640212
"9850","471b934d68326","F1","CLOTH_DASH",3,1484,0.00202156334231806
"9851","471baab754890","F1","CLOTH_DASH",3,1778,0.00168728908886389
"9852","471bd17adea7b","F1","CLOTH_DASH",2,1703,0.00117439812096301
"9853","471d35c11acce","F1","CLOTH_DASH",6,664,0.00903614457831325
"9854","471f00e626610","F1","CLOTH_DASH",1,104,0.00961538461538462
"9855","4721c6f4118ca","F1","CLOTH_DASH",10,2814,0.00355366027007818
"9856","472290155979b","F1","CLOTH_DASH",1,148,0.00675675675675676
"9857","472375e404762","F1","CLOTH_DASH",12,4248,0.00282485875706215
"9858","472526bf68760","F1","CLOTH_DASH",10,804,0.0124378109452736
"9859","47252dc3d34c5","F1","CLOTH_DASH",1,329,0.00303951367781155
"9860","472cb8083a618","F1","CLOTH_DASH",1,282,0.00354609929078014
"9861","472e66582f6a8","F1","CLOTH_DASH",40,5064,0.00789889415481832
"9862","4734635967235","F1","CLOTH_DASH",1,3459,0.000289100896212778
"9863","47354cf66b6a4","F1","CLOTH_DASH",1,407,0.00245700245700246
"9864","4735f26654a7a","F1","CLOTH_DASH",5,12061,0.000414559323439184
"9865","4735f58649c3e","F1","CLOTH_DASH",3,3333,0.0009000900090009
"9866","47392d97aaee0","F1","CLOTH_DASH",2,1117,0.0017905102954342
"9867","4741c4d413dd6","F1","CLOTH_DASH",6,728,0.00824175824175824
"9868","4741da9195add","F1","CLOTH_DASH",3,1984,0.00151209677419355
"9869","4741dcd822547","F1","CLOTH_DASH",3,1221,0.00245700245700246
"9870","4741def554ca4","F1","CLOTH_DASH",6,822,0.0072992700729927
"9871","4741e318be5b7","F1","CLOTH_DASH",1,170,0.00588235294117647
"9872","4748bc3f129b0","F1","CLOTH_DASH",1,299,0.00334448160535117
"9873","4748c1fd5e56a","F1","CLOTH_DASH",2,640,0.003125
"9874","4748c3b80b045","F1","CLOTH_DASH",1,376,0.00265957446808511
"9875","4748c95eef9a4","F1","CLOTH_DASH",2,705,0.00283687943262411
"9876","4749fab513889","F1","CLOTH_DASH",2,1269,0.00157604412923562
"9877","474c3959c5ed2","F1","CLOTH_DASH",1,385,0.0025974025974026
"9878","474c395ccbcfa","F1","CLOTH_DASH",1,598,0.00167224080267559
"9879","474c76f39c463","F1","CLOTH_DASH",4,1811,0.00220872446162341
"9880","474d582fd5d05","F1","CLOTH_DASH",2,872,0.00229357798165138
"9881","4751a0bb68aa3","F1","CLOTH_DASH",1,551,0.00181488203266788
"9882","4756d0717f6d2","F1","CLOTH_DASH",1,394,0.00253807106598985
"9883","4759c4cea84f7","F1","CLOTH_DASH",1,625,0.0016
"9884","47616949a71e8","F1","CLOTH_DASH",79,21662,0.00364693934078109
"9885","47630b0ca43e9","F1","CLOTH_DASH",2,1013,0.00197433366238894
"9886","47642f5bcc6e7","F1","CLOTH_DASH",3,6872,0.000436554132712456
"9887","476568ed23f09","F1","CLOTH_DASH",3,6134,0.000489077274209325
"9888","476a533acfb33","F1","CLOTH_DASH",2,1228,0.00162866449511401
"9889","476ab8fdeecb2","F1","CLOTH_DASH",2,702,0.00284900284900285
"9890","47042bf80f6ed","F2","CLOTH_DASH",3,374,0.00802139037433155
"9891","471bd17adea7b","F2","CLOTH_DASH",2,1703,0.00117439812096301
"9892","471f00e626610","F2","CLOTH_DASH",1,134,0.00746268656716418
"9893","4721c6f4118ca","F2","CLOTH_DASH",5,1405,0.00355871886120996
"9894","4741c4d413dd6","F2","CLOTH_DASH",6,749,0.00801068090787717
"9895","4741da9195add","F2","CLOTH_DASH",6,2317,0.00258955545964609
"9896","4741dcd822547","F2","CLOTH_DASH",3,1225,0.00244897959183673
"9897","4741def554ca4","F2","CLOTH_DASH",6,865,0.0069364161849711
"9898","4741e318be5b7","F2","CLOTH_DASH",1,170,0.00588235294117647
"9899","4748c1fd5e56a","F2","CLOTH_DASH",2,681,0.00293685756240822
"9900","4748c3b80b045","F2","CLOTH_DASH",1,393,0.00254452926208651
"9901","4748c95eef9a4","F2","CLOTH_DASH",2,706,0.0028328611898017
"9902","474c3959c5ed2","F2","CLOTH_DASH",1,385,0.0025974025974026
"9903","474c395ccbcfa","F2","CLOTH_DASH",1,572,0.00174825174825175
"9904","4751a0bb68aa3","F2","CLOTH_DASH",1,564,0.00177304964539007
"9905","4701717a42601","P1","CLOTH_DASH",1,272,0.00367647058823529
"9906","470193cc37adf","P1","CLOTH_DASH",2,1188,0.00168350168350168
"9907","4701cb03f32bc","P1","CLOTH_DASH",14,4848,0.00288778877887789
"9908","470218c0c5725","P1","CLOTH_DASH",2,784,0.00255102040816327
"9909","47042bf80f6ed","P1","CLOTH_DASH",2,206,0.00970873786407767
"9910","470441375a363","P1","CLOTH_DASH",8,1236,0.00647249190938511
"9911","470443bc1e2b2","P1","CLOTH_DASH",1,1249,0.000800640512409928
"9912","470467677f591","P1","CLOTH_DASH",14,3215,0.00435458786936236
"9913","4707b8eeadd9c","P1","CLOTH_DASH",2,520,0.00384615384615385
"9914","47090c659beef","P1","CLOTH_DASH",12,704,0.0170454545454545
"9915","470a18a0bcbab","P1","CLOTH_DASH",2,565,0.00353982300884956
"9916","470c3f8f47700","P1","CLOTH_DASH",9,5548,0.00162220620043259
"9917","470c4117c67cf","P1","CLOTH_DASH",2,500,0.004
"9918","470d4a1adba03","P1","CLOTH_DASH",6,2986,0.00200937709310114
"9919","470e013364adf","P1","CLOTH_DASH",1,720,0.00138888888888889
"9920","4710a35875673","P1","CLOTH_DASH",2,1222,0.0016366612111293
"9921","4710a3cd52093","P1","CLOTH_DASH",1,662,0.00151057401812689
"9922","471123bd6e29d","P1","CLOTH_DASH",1,308,0.00324675324675325
"9923","4712b3c0d4075","P1","CLOTH_DASH",2,814,0.00245700245700246
"9924","4713eb439fedf","P1","CLOTH_DASH",3,2576,0.00116459627329193
"9925","4719d1b89142c","P1","CLOTH_DASH",18,7544,0.00238600212089077
"9926","471ada99e379d","P1","CLOTH_DASH",2,945,0.00211640211640212
"9927","471b934d68326","P1","CLOTH_DASH",2,156,0.0128205128205128
"9928","471baab754890","P1","CLOTH_DASH",3,1710,0.00175438596491228
"9929","471bd17adea7b","P1","CLOTH_DASH",2,1665,0.0012012012012012
"9930","471d35c11acce","P1","CLOTH_DASH",2,113,0.0176991150442478
"9931","47215ac3a07f3","P1","CLOTH_DASH",1,462,0.00216450216450216
"9932","472290155979b","P1","CLOTH_DASH",1,124,0.00806451612903226
"9933","472375e404762","P1","CLOTH_DASH",1,351,0.00284900284900285
"9934","4723f708a7715","P1","CLOTH_DASH",1,1183,0.00084530853761623
"9935","4724b73d7205c","P1","CLOTH_DASH",3,1407,0.00213219616204691
"9936","4724bb0db9d66","P1","CLOTH_DASH",4,2623,0.00152497140678612
"9937","47252dc3d34c5","P1","CLOTH_DASH",1,324,0.00308641975308642
"9938","472791473b441","P1","CLOTH_DASH",12,7686,0.00156128024980484
"9939","47280d0307b04","P1","CLOTH_DASH",6,1948,0.00308008213552361
"9940","472cb8083a618","P1","CLOTH_DASH",1,281,0.00355871886120996
"9941","4730fe55616a1","P1","CLOTH_DASH",1,1538,0.000650195058517555
"9942","47312ec949df7","P1","CLOTH_DASH",1,235,0.00425531914893617
"9943","47340bf9c5e94","P1","CLOTH_DASH",1,429,0.00233100233100233
"9944","4734635967235","P1","CLOTH_DASH",2,5510,0.000362976406533575
"9945","47354cf66b6a4","P1","CLOTH_DASH",1,396,0.00252525252525253
"9946","4735f26654a7a","P1","CLOTH_DASH",8,10033,0.000797368683344962
"9947","4735f58649c3e","P1","CLOTH_DASH",4,2789,0.00143420580853352
"9948","47392d97aaee0","P1","CLOTH_DASH",5,3099,0.0016134236850597
"9949","473a134e36c9c","P1","CLOTH_DASH",17,7789,0.00218256515598922
"9950","473a26b0ab228","P1","CLOTH_DASH",7,2664,0.00262762762762763
"9951","473b37690afe3","P1","CLOTH_DASH",2,826,0.00242130750605327
"9952","473c8d9b4084a","P1","CLOTH_DASH",4,1267,0.00315706393054459
"9953","473d6e5a886cd","P1","CLOTH_DASH",1,435,0.00229885057471264
"9954","473f26ce0a1b3","P1","CLOTH_DASH",2,4484,0.000446030330062444
"9955","473f272452fc6","P1","CLOTH_DASH",15,7863,0.00190766882869134
"9956","473f5764e77c1","P1","CLOTH_DASH",1,457,0.00218818380743982
"9957","47403abce1648","P1","CLOTH_DASH",3,2878,0.00104239054899236
"9958","4741c4d413dd6","P1","CLOTH_DASH",6,616,0.00974025974025974
"9959","4741dcd822547","P1","CLOTH_DASH",3,1156,0.00259515570934256
"9960","4741def554ca4","P1","CLOTH_DASH",6,671,0.00894187779433681
"9961","47445bf3dbb0a","P1","CLOTH_DASH",1,2499,0.00040016006402561
"9962","4744744be721d","P1","CLOTH_DASH",1,2031,0.000492368291482029
"9963","4748c1fd5e56a","P1","CLOTH_DASH",1,413,0.00242130750605327
"9964","4748c3b80b045","P1","CLOTH_DASH",1,341,0.00293255131964809
"9965","4748c95eef9a4","P1","CLOTH_DASH",1,335,0.00298507462686567
"9966","4749fab513889","P1","CLOTH_DASH",4,2458,0.0016273393002441
"9967","474c3959c5ed2","P1","CLOTH_DASH",1,353,0.0028328611898017
"9968","474c395ccbcfa","P1","CLOTH_DASH",2,1164,0.00171821305841924
"9969","474c76f39c463","P1","CLOTH_DASH",5,2293,0.00218054949847362
"9970","474d5e73576d7","P1","CLOTH_DASH",1,1181,0.000846740050804403
"9971","474d6393ef210","P1","CLOTH_DASH",4,1207,0.00331400165700083
"9972","474d724ce4bc9","P1","CLOTH_DASH",1,748,0.00133689839572193
"9973","474e60097a61d","P1","CLOTH_DASH",6,1057,0.00567644276253548
"9974","4751a0bb68aa3","P1","CLOTH_DASH",1,493,0.00202839756592292
"9975","4755584edc8f4","P1","CLOTH_DASH",1,335,0.00298507462686567
"9976","4756d0717f6d2","P1","CLOTH_DASH",1,310,0.0032258064516129
"9977","475764e8255de","P1","CLOTH_DASH",1,27,0.037037037037037
"9978","4758ab21d5439","P1","CLOTH_DASH",1,632,0.00158227848101266
"9979","4759c4cea84f7","P1","CLOTH_DASH",1,613,0.00163132137030995
"9980","4759cd52eb5ab","P1","CLOTH_DASH",6,2423,0.00247626908790755
"9981","47616949a71e8","P1","CLOTH_DASH",78,20540,0.00379746835443038
"9982","47642f5bcc6e7","P1","CLOTH_DASH",3,6410,0.00046801872074883
"9983","476435e6039b9","P1","CLOTH_DASH",1,3702,0.000270124257158293
"9984","476437f1a74f4","P1","CLOTH_DASH",7,12939,0.000541000077285725
"9985","47646b4072e0c","P1","CLOTH_DASH",1,417,0.00239808153477218
"9986","476568ed23f09","P1","CLOTH_DASH",3,4558,0.000658183413777973
"9987","47681fe1b80fe","P1","CLOTH_DASH",1,551,0.00181488203266788
"9988","476a533acfb33","P1","CLOTH_DASH",4,1682,0.00237812128418549
"9989","476ab8fdeecb2","P1","CLOTH_DASH",3,1000,0.003
"9990","476caf60530a7","P1","CLOTH_DASH",1,552,0.00181159420289855
"9991","47707c835e679","P1","CLOTH_DASH",1,900,0.00111111111111111
"9992","470193cc37adf","P2","CLOTH_DASH",1,552,0.00181159420289855
"9993","470218c0c5725","P2","CLOTH_DASH",2,784,0.00255102040816327
"9994","47042bf80f6ed","P2","CLOTH_DASH",2,206,0.00970873786407767
"9995","47042c4949ecc","P2","CLOTH_DASH",1,340,0.00294117647058824
"9996","470441375a363","P2","CLOTH_DASH",8,1236,0.00647249190938511
"9997","470443bc1e2b2","P2","CLOTH_DASH",2,2344,0.000853242320819113
"9998","470467677f591","P2","CLOTH_DASH",14,3209,0.00436272982237457
"9999","4707b8eeadd9c","P2","CLOTH_DASH",2,521,0.00383877159309021
"10000","470842b39869a","P2","CLOTH_DASH",6,3582,0.0016750418760469
"10001","470c3f8f47700","P2","CLOTH_DASH",6,3478,0.00172512938470385
"10002","470c4117c67cf","P2","CLOTH_DASH",2,500,0.004
"10003","470d4a1adba03","P2","CLOTH_DASH",1,378,0.00264550264550265
"10004","470e013364adf","P2","CLOTH_DASH",3,2433,0.00123304562268804
"10005","4710a35875673","P2","CLOTH_DASH",2,1185,0.00168776371308017
"10006","4710a3cd52093","P2","CLOTH_DASH",1,661,0.00151285930408472
"10007","471123bd6e29d","P2","CLOTH_DASH",5,1734,0.00288350634371396
"10008","4712b3c0d4075","P2","CLOTH_DASH",1,400,0.0025
"10009","4713eb439fedf","P2","CLOTH_DASH",4,2357,0.00169707254985151
"10010","4719d1b89142c","P2","CLOTH_DASH",56,18334,0.00305443438420421
"10011","471ada99e379d","P2","CLOTH_DASH",2,945,0.00211640211640212
"10012","471baab754890","P2","CLOTH_DASH",3,1711,0.00175336060783168
"10013","471bd17adea7b","P2","CLOTH_DASH",2,1667,0.0011997600479904
"10014","471d35c11acce","P2","CLOTH_DASH",9,400,0.0225
"10015","471f00e626610","P2","CLOTH_DASH",2,194,0.0103092783505155
"10016","47215ac3a07f3","P2","CLOTH_DASH",1,465,0.0021505376344086
"10017","472290155979b","P2","CLOTH_DASH",3,702,0.00427350427350427
"10018","472375e404762","P2","CLOTH_DASH",5,1120,0.00446428571428571
"10019","47252dc3d34c5","P2","CLOTH_DASH",1,324,0.00308641975308642
"10020","4726964c65378","P2","CLOTH_DASH",1,1053,0.000949667616334283
"10021","472791473b441","P2","CLOTH_DASH",13,10278,0.00126483751702666
"10022","472cb8083a618","P2","CLOTH_DASH",1,281,0.00355871886120996
"10023","47340bf9c5e94","P2","CLOTH_DASH",4,1748,0.0022883295194508
"10024","4734635967235","P2","CLOTH_DASH",2,5510,0.000362976406533575
"10025","47354cf66b6a4","P2","CLOTH_DASH",1,396,0.00252525252525253
"10026","4735f26654a7a","P2","CLOTH_DASH",7,7736,0.000904860392967942
"10027","4735f58649c3e","P2","CLOTH_DASH",4,2788,0.00143472022955524
"10028","47392d97aaee0","P2","CLOTH_DASH",2,1107,0.001806684733514
"10029","473a134e36c9c","P2","CLOTH_DASH",13,7103,0.00183021258623117
"10030","473a26b0ab228","P2","CLOTH_DASH",18,10147,0.00177392332709175
"10031","473c8d9b4084a","P2","CLOTH_DASH",3,1049,0.00285986653956149
"10032","473d6e5a886cd","P2","CLOTH_DASH",3,1236,0.00242718446601942
"10033","473f26ce0a1b3","P2","CLOTH_DASH",2,4484,0.000446030330062444
"10034","473f272452fc6","P2","CLOTH_DASH",15,7854,0.00190985485103132
"10035","473f5764e77c1","P2","CLOTH_DASH",2,846,0.00236406619385343
"10036","473f88421aad1","P2","CLOTH_DASH",1,451,0.00221729490022173
"10037","47403abce1648","P2","CLOTH_DASH",1,968,0.00103305785123967
"10038","4741c4d413dd6","P2","CLOTH_DASH",6,616,0.00974025974025974
"10039","4741da9195add","P2","CLOTH_DASH",2,724,0.00276243093922652
"10040","4741dcd822547","P2","CLOTH_DASH",3,1156,0.00259515570934256
"10041","4741def554ca4","P2","CLOTH_DASH",6,675,0.00888888888888889
"10042","4741e318be5b7","P2","CLOTH_DASH",2,292,0.00684931506849315
"10043","474451321c6dc","P2","CLOTH_DASH",1,2012,0.000497017892644135
"10044","47445136cf474","P2","CLOTH_DASH",1,2064,0.000484496124031008
"10045","47445bf3dbb0a","P2","CLOTH_DASH",1,2499,0.00040016006402561
"10046","4744744471fb7","P2","CLOTH_DASH",2,3723,0.0005372011818426
"10047","4744744be721d","P2","CLOTH_DASH",2,4119,0.000485554746297645
"10048","4748c1fd5e56a","P2","CLOTH_DASH",2,576,0.00347222222222222
"10049","4748c3b80b045","P2","CLOTH_DASH",1,341,0.00293255131964809
"10050","4748c95eef9a4","P2","CLOTH_DASH",5,1387,0.00360490266762797
"10051","4749a3773f95e","P2","CLOTH_DASH",2,2221,0.00090049527239982
"10052","4749ac72b27b6","P2","CLOTH_DASH",1,3170,0.000315457413249211
"10053","4749fab513889","P2","CLOTH_DASH",2,1259,0.00158856235107228
"10054","474c3959c5ed2","P2","CLOTH_DASH",1,354,0.00282485875706215
"10055","474c395ccbcfa","P2","CLOTH_DASH",2,1166,0.00171526586620926
"10056","474c76f39c463","P2","CLOTH_DASH",5,2293,0.00218054949847362
"10057","474d5836b95a7","P2","CLOTH_DASH",2,1150,0.00173913043478261
"10058","474d7247c85e7","P2","CLOTH_DASH",1,898,0.00111358574610245
"10059","474d724ce4bc9","P2","CLOTH_DASH",1,748,0.00133689839572193
"10060","474e60097a61d","P2","CLOTH_DASH",5,662,0.00755287009063444
"10061","4751a0bb68aa3","P2","CLOTH_DASH",1,494,0.00202429149797571
"10062","4752ae1860816","P2","CLOTH_DASH",2,2180,0.000917431192660551
"10063","4756d0717f6d2","P2","CLOTH_DASH",1,309,0.00323624595469256
"10064","4758ab21d5439","P2","CLOTH_DASH",1,634,0.00157728706624606
"10065","4759c4cea84f7","P2","CLOTH_DASH",1,613,0.00163132137030995
"10066","4759cd52eb5ab","P2","CLOTH_DASH",5,2347,0.00213037920749893
"10067","47616949a71e8","P2","CLOTH_DASH",83,21389,0.00388049932208144
"10068","47630b0ca43e9","P2","CLOTH_DASH",1,480,0.00208333333333333
"10069","47642f5bcc6e7","P2","CLOTH_DASH",4,6411,0.00062392762439557
"10070","476435e6039b9","P2","CLOTH_DASH",1,3702,0.000270124257158293
"10071","476437f1a74f4","P2","CLOTH_DASH",6,9533,0.000629392636106158
"10072","476568ed23f09","P2","CLOTH_DASH",3,4559,0.000658039043649923
"10073","47681fe1b80fe","P2","CLOTH_DASH",10,5121,0.00195274360476469
"10074","476a533acfb33","P2","CLOTH_DASH",2,1226,0.00163132137030995
"10075","476ab8fdeecb2","P2","CLOTH_DASH",3,1002,0.0029940119760479
"10076","476cb6c8eeb28","P2","CLOTH_DASH",2,1135,0.00176211453744493
"10077","476cb6f208abe","P2","CLOTH_DASH",1,593,0.00168634064080944
"10078","47707c835e679","P2","CLOTH_DASH",1,931,0.00107411385606874
"10079","47898d0245839","P2","CLOTH_DASH",2,1116,0.0017921146953405
"10080","4701717a42601","P3","CLOTH_DASH",8,1892,0.00422832980972516
"10081","470193cc37adf","P3","CLOTH_DASH",1,555,0.0018018018018018
"10082","4701cb03f32bc","P3","CLOTH_DASH",1,473,0.00211416490486258
"10083","470218c0c5725","P3","CLOTH_DASH",2,784,0.00255102040816327
"10084","47042bf80f6ed","P3","CLOTH_DASH",2,206,0.00970873786407767
"10085","47042c4949ecc","P3","CLOTH_DASH",1,340,0.00294117647058824
"10086","470441375a363","P3","CLOTH_DASH",8,1236,0.00647249190938511
"10087","470443bc1e2b2","P3","CLOTH_DASH",2,2345,0.000852878464818763
"10088","470467677f591","P3","CLOTH_DASH",14,3234,0.00432900432900433
"10089","4707b8eeadd9c","P3","CLOTH_DASH",2,521,0.00383877159309021
"10090","470842b39869a","P3","CLOTH_DASH",9,5352,0.00168161434977578
"10091","470c3f8f47700","P3","CLOTH_DASH",4,2168,0.0018450184501845
"10092","470c4117c67cf","P3","CLOTH_DASH",2,500,0.004
"10093","470d4a1adba03","P3","CLOTH_DASH",3,814,0.00368550368550369
"10094","470e013364adf","P3","CLOTH_DASH",1,721,0.0013869625520111
"10095","4710a35875673","P3","CLOTH_DASH",1,487,0.00205338809034908
"10096","4710a3cd52093","P3","CLOTH_DASH",1,661,0.00151285930408472
"10097","471123bd6e29d","P3","CLOTH_DASH",5,1734,0.00288350634371396
"10098","4713eb439fedf","P3","CLOTH_DASH",4,2383,0.00167855644146034
"10099","4719d1b89142c","P3","CLOTH_DASH",59,19233,0.00306764415327822
"10100","471ada99e379d","P3","CLOTH_DASH",2,945,0.00211640211640212
"10101","471b934d68326","P3","CLOTH_DASH",4,1410,0.00283687943262411
"10102","471baab754890","P3","CLOTH_DASH",3,1729,0.00173510699826489
